Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store
2010 Quinta Do Portal Muros de Vinha Vinho Tinto,Red,Blend,$6.99,Muros de Vinha Vinho Tinto 2010 - A Gem (http://www.reversewinesnob.com/2014/05/muros-de-vinha-vinho-tinto.html),Bulk Buy,8.3,8,Costco
2010 Robert Mondavi Private Selection Meritage,Red,Blend,$7.99,An All American French Blend And A Bulk Buy! (http://www.reversewinesnob.com/2012/03/robert-mondavi-private-selection.html),Bulk Buy,8.3,8,Other
2010 Santa Julia [+] Malbec,Red,Malbec,$7.99,More Please! (Malbec Mania! Search For The Best Malbec Under $20) (http://www.reversewinesnob.com/2011/11/santa-julia-malbec-2010-more-please.html),Bulk Buy,8.3,8,Other
2010 Tormaresca Neprica,Red,Blend,$7.99,Tormaresca Neprica 2010 - $8 Italian Reds Wine #3 Plus Free Shipping From Marketview Liquor (http://www.reversewinesnob.com/2013/03/tormaresca-neprica-italian-reds.html),Bulk Buy,8.3,8,Other
2010 Vina Zaco Tempranillo,Red,Tempranillo,$7.99,Vina Zaco Tempranillo 2010 - Rich and Spicy Rioja (http://www.reversewinesnob.com/2013/09/vina-zaco-tempranillo.html),Bulk Buy,8.3,8,Costco
2011 Altovinum Evodia Old Vines Garnacha,Red,Garnacha,$7.99,Altovinum Evodia Old Vines Garnacha 2011 - Money (http://www.reversewinesnob.com/2013/05/altovinum-evodia-old-vines-garnacha.html),Bulk Buy,8.3,8,Other
2011 Berton Vineyard The Black Shiraz,Red,Shiraz,$7.49,Berton Vineyard The Black Shiraz 2011 - Trader Joe's Week Wine #1! (http://www.reversewinesnob.com/2013/06/berton-vineyard-black-shiraz-trader-joes.html),Bulk Buy,8.3,8,Trader Joe's
2011 Beso de Vino Old Vine Garnacha,Red,Garnacha,$7.99,Beso de Vino Seleccion and Old Vine Garnacha - $8 Wonders (http://www.reversewinesnob.com/2014/11/beso-de-vino-seleccion-and-old-vine-garnacha.html),Bulk Buy,8.3,8,Other
2011 Chateau Mayne Guyon 2011,Red,Merlot,$7.99,Chateau Mayne Guyon 2011 - Trader Joe's Top Picks Wine #5 (http://www.reversewinesnob.com/2014/05/chateau-mayne-guyon.html),Bulk Buy,8.3,8,Trader Joe's
2011 Coltibuono Cetamura Chianti,Red,Sangiovese,$7.99,Coltibuono Cetamura Chianti 2011 - $8 Italian Reds Wine #5 Plus Free Shipping From Marketview Liquor (http://www.reversewinesnob.com/2013/03/coltibuono-cetamura-chianti.html),Bulk Buy,8.3,8,Other
2011 Domaine du Tariquet Classic Cotes de Gascogne,White,Blend,$7.99,Domaine du Tariquet Classic Cotes de Gascogne 2011 - A Classic Summertime Sipper (http://www.reversewinesnob.com/2013/06/domaine-du-tariquet-classic-cotes-de-gascogne.html),Bulk Buy,8.3,8,Other
2011 Esporao Monte Velho White,White,Blend,$7.99,Monte Velho White 2011 - A Summertime Slam Dunk (http://www.reversewinesnob.com/2013/04/monte-velho-white-2011-summertime.html),Bulk Buy,8.3,8,Other
2011 Frisk Prickly Riesling,White,Riesling,$7.99,A Fabulously Flavorful and Fizzy Bulk Buy (http://www.reversewinesnob.com/2012/01/frisk-prickly-riesling-2011-fabulously.html),Bulk Buy,8.3,8,Costco
2011 Gnarly Head Authentic White,White,Blend,$7.99,Gnarly Head Authentic White 2011 - Bold And Flavorful (http://www.reversewinesnob.com/2013/10/gnarly-head-authentic-white.html),Bulk Buy,8.3,8,Other
2011 Indaba Chenin Blanc,White,Chenin Blanc,$6.99,Indaba Chenin Blanc 2011 - A Steal At $7 (http://www.reversewinesnob.com/2013/01/indaba-chenin-blanc-2011-steal-at-7.html),Bulk Buy,8.3,8,Other
2011 Kirkland Signature Cotes du Rhone Villages,Red,Blend,$6.99,Kirkland Signature Cotes du Rhone Villages 2011 - A Whole Lot of Complexity For $7 (http://www.reversewinesnob.com/2013/07/kirkland-signature-cotes-du-rhone-villages.html),Bulk Buy,8.3,8,Costco
2011 Mulderbosch Cabernet Sauvignon Rosé,Rosé,Cabernet Sauvignon,$7.99,Mulderbosch Cabernet Sauvignon Rosé 2011 - A Perfect Wine For The Patio (Bulk Buy!) (http://www.reversewinesnob.com/2012/05/mulderbosch-cabernet-sauvignon-rose.html),Bulk Buy,8.3,8,Costco
2011 Rio Madre Rioja Graciano,Red,Graciano,$7.99,Rio Madre Rioja Graciano 2011 - A Revelation From Rioja (http://www.reversewinesnob.com/2013/03/rio-madre-rioja-graciano.html),Bulk Buy,8.3,8,Other
2011 Trivento Reserve Malbec,Red,Malbec,$7.99,"Trivento Reserve Malbec 2011 - Your New Rich, Spicy and Smooth House Red (http://www.reversewinesnob.com/2013/02/trivento-reserve-malbec-2011-mendoza.html)",Bulk Buy,8.3,8,Other
2011 Vidal-Fleury Cotes du Rhone Rouge,Red,Blend,$7.99,Vidal-Fleury Cotes du Rhone Rouge 2011 - Another Rhone Valley Value (http://www.reversewinesnob.com/2014/09/vidal-fleury-cotes-du-rhone-rouge.html),Bulk Buy,8.3,8,Other
2011 Zestos Old Vine Garnacha,Red,Garnacha,$7.99,Zestos Old Vine Garnacha 2011 - Easy (http://www.reversewinesnob.com/2013/04/zestos-old-vine-garnacha.html),Bulk Buy,8.3,8,Costco
2012 14 Hands Winery Hot To Trot Red Blend,Red,Blend,$7.99,14 Hands Hot To Trot Red Blend 2012 - Gallopingly Good (http://www.reversewinesnob.com/2014/07/14-hands-hot-to-trot-red-blend.html),Bulk Buy,8.3,8,Trader Joe's
2012 Almira Los Dos Grenache + Syrah,Red,Grenache,$6.99,Los Dos Grenache + Syrah 2012 - An Excellent Value Once Again (http://www.reversewinesnob.com/2014/01/los-dos-grenache-syrah.html),Bulk Buy,8.3,8,Other
2012 Cantina di Soave Re Midas Corvina,Red,Corvina,$7.99,Re Midas Corvina 2012 - Fit For A King (http://www.reversewinesnob.com/2014/01/re-midas-corvina.html),Bulk Buy,8.3,8,Other
2012 Cline Cellars Lodi Zinfandel,Red,Zinfandel,$7.99,Cline Cellars Lodi Zinfandel 2012 - A No Brainer (http://www.reversewinesnob.com/2013/11/cline-cellars-lodi-zinfandel.html),Bulk Buy,8.3,8,Costco
2012 Cline Cellars Mourvedre Rosé,Rosé,Mourvedre,$7.99,Cline Cellars Mourvedre Rosé 2012 - Heat Wave Wine (http://www.reversewinesnob.com/2013/08/cline-cellars-mourvedre-rose.html),Bulk Buy,8.3,8,Other
2012 Columbia Crest Grand Estates Merlot,Red,Merlot,$7.99,Columbia Crest Grand Estates Merlot 2012 - Extremely Tasty (http://www.reversewinesnob.com/2014/08/columbia-crest-grand-estates-merlot.html),Bulk Buy,8.3,8,Costco
2012 Montaria Vinho Tinto,Red,Blend,$7.99,Montaria 2012 - Exceedingly Drinkable (http://www.reversewinesnob.com/2014/04/montaria-2012.html),Bulk Buy,8.3,8,Naked Wines
2013 Albero Monastrell,Red,Monastrell,$6.99,Albero Monastrell 2013 - A Trader Joe's Top Choice (http://www.reversewinesnob.com/2014/12/albero-monastrell.html),Bulk Buy,8.3,8,Trader Joe's
2013 Picton Bay South Island Pinot Noir,Red,Pinot Noir,$7.99,Picton Bay South Island Pinot Noir 2013 - Trader Joe's Top Picks Wine #6 (http://www.reversewinesnob.com/2014/05/picton-bay-south-island-pinot-noir.html),Bulk Buy,8.3,8,Trader Joe's
New Age White,White,Blend,$7.99,New Age White Wine - The Definition of Refreshing (http://www.reversewinesnob.com/2013/07/new-age-white-wine.html),Bulk Buy,8.3,8,Other
2009 Andrew Murray Vineyards Esperance,Red,Blend,$18.99,Andrew Murray Vineyards Esperance 2009 - A Rollercoaster of Flavors You'll Want To Ride Again and Again (http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-esperance-2009.html),Highly Recommended,8,10,Other
2010 Chateau La Fleur Morange Mathilde,Red,Merlot,$18.99,Chateau La Fleur Morange Mathilde 2010 - Merlot With Moxie (http://www.reversewinesnob.com/2013/08/chateau-la-fleur-morange-mathilde.html),Highly Recommended,8,10,Other
2010 Franciscan Estate Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$18.99,Franciscan Estate Napa Valley Cabernet Sauvignon 2010 - Take a Vow of Delicious (http://www.reversewinesnob.com/2012/11/franciscan-estate-napa-valley-cabernet-sauvignon.html),Highly Recommended,8,10,Costco
2005 Miraflores El Dorado Syrah,Red,Syrah,$14.99,Miraflores El Dorado Syrah 2005 - One More Reason To Love Syrah (http://www.reversewinesnob.com/2013/10/miraflores-el-dorado-syrah.html),Highly Recommended,8,9,Other
2008 90+ Cellars Reserve Lot 56 Russian River Valley Pinot Noir,Red,Pinot Noir,$15.99,Ninety Plus (90+) Cellars Reserve Lot 56 Russian River Valley Pinot Noir 2008 - Eminently Drinkable (http://www.reversewinesnob.com/2012/09/ninety-plus-90-cellars-lot-56-russian-river-valley-pinot-noir.html),Highly Recommended,8,9,Other
2008 Bonny Doon Vineyard Le Pousseur Syrah,Red,Syrah,$15.99,An Aroma So Big It Generates Its Own Gravitational Pull (http://goo.gl/0FtEa),Highly Recommended,8,9,Other
2008 d'Arenberg The Love Grass Shiraz ,Red,Shiraz,$14.99,"Big, Fruity And Savory With a Touch of Bacon (http://www.reversewinesnob.com/2011/10/2008-darenberg-love-grass-shiraz-big.html)",Highly Recommended,8,9,Other
2008 Feudi di San Gregorio Rubrato Aglianico,Red,Aglianico,$14.99,Rubrato Aglianico Dei Feudi Di San Gregorio Irpinia 2008 - As Delightful As The Land It Comes From (http://www.reversewinesnob.com/2012/06/rubrato-aglianico-dei-feudi-di-san.html),Highly Recommended,8,9,Other
2008 Mas de Leda Vino Tempranillo,Red,Tempranillo,$15.99,Mas de Leda Tempranillo 2008 - Sweet Caramel and Cinnamon (http://www.reversewinesnob.com/2012/08/mas-de-leda-tempranillo-2008-sweet.html),Highly Recommended,8,9,Other
2008 Napa Cellars Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$15.99,Napa Cellars Napa Valley Cabernet Sauvignon 2008 - A Classy California Cab (http://www.reversewinesnob.com/2012/05/napa-cellars-napa-valley-cabernet.html),Highly Recommended,8,9,Other
2008 Parejas Cellars Tres Rojas de Mesa,Red,Blend,$15.99,Parejas Cellars Tres Rojas de Mesa 2008 - Fabulously Tasty (http://www.reversewinesnob.com/2014/01/parejas-cellars-tres-rojas-de-mesa.html),Highly Recommended,8,9,Other
2008 Penley Estate Condor Shiraz Cabernet Sauvignon,Red,Blend,$14.99,My Kind Of Finish (http://www.reversewinesnob.com/2011/11/penley-estate-condor-shiraz-cabernet.html),Highly Recommended,8,9,Other
2008 Redbank Fighting Flat King Valley Shiraz,Red,Shiraz,$14.99,Redbank Fighting Flat King Valley Shiraz 2008 - Strike It Rich (http://www.reversewinesnob.com/2013/09/redbank-fighting-flat-king-valley-shiraz.html),Highly Recommended,8,9,Other
"2009 Bonny Doon Vineyard ""Le Pousseur"" Syrah",Red,Syrah,$14.99,Bonny Doon Vineyard Le Pousseur Syrah 2009 - One Serious Syrah! (http://www.reversewinesnob.com/2013/01/bonny-doon-vineyard-le-pousseur-syrah.html),Highly Recommended,8,9,Other
2009 Boschendal 1685 Shiraz,Red,Shiraz,$14.99,A Perfectly Pleasing Pepper Party (http://www.reversewinesnob.com/2011/10/2009-boschendal-1685-shiraz-perfectly.html),Highly Recommended,8,9,Other
2009 Caligiore Reserve Malbec,Red,Malbec,$14.99,The Hit of The Party (http://www.reversewinesnob.com/2011/09/2009-caligiore-reserve-malbec-hit-of.html),Highly Recommended,8,9,Other
2009 Colle Ciocco Montefalco Rosso,Red,Blend,$15.99,Montefalco Rosso - The Magic of Sagrantino (http://www.reversewinesnob.com/2014/01/montefalco-rosso-magic-of-sagrantino.html),Highly Recommended,8,9,Other
2009 Craggy Range Single Vineyard Te Kahu Hawke's Bay Gimblett Gravels Vineyard Proprietary Red,Red,Blend,$15.99,Proof That New Zealand Offers A Lot More Than Sauvignon Blanc (http://www.reversewinesnob.com/2012/02/craggy-range-te-kahu-gimblett-gravels.html),Highly Recommended,8,9,Other
2009 Domaine de la Renjarde Massif d'Uchaux Côtes du Rhône Villages,Red,Blend,$14.99,French For Yummy! (http://www.reversewinesnob.com/2011/11/domaine-de-la-renjarde-massif-duchaux.html),Highly Recommended,8,9,Other
2009 Napa Cellars Napa Valley Merlot,Red,Merlot,$15.99,A Napa Valley Merlot That Will Make You Forget About Over-Priced Pinot Noir (http://www.reversewinesnob.com/2012/02/napa-cellars-merlot-2009-napa-valley.html),Highly Recommended,8,9,Costco
2009 Napa Cellars Napa Valley Zinfandel,Red,Zinfandel,$15.99,A Well Rounded Zin (http://www.reversewinesnob.com/2012/04/napa-cellars-napa-valley-zinfandel-2009.html),Highly Recommended,8,9,Other
2009 Penley Estate Gryphon Coonawarra Merlot,Red,Merlot,$15.99,Magically Good Merlot (http://www.reversewinesnob.com/2012/05/penley-estate-gryphon-coonawarra-merlot.html),Highly Recommended,8,9,Other
2009 Rosa d'Oro Muscat Canelli,White,Muscat,$14.99,A Must Have Muscat (http://www.reversewinesnob.com/2011/12/rosa-doro-muscat-canelli-2009-must-have.html),Highly Recommended,8,9,Other
2010 Cantina Terlano Pinot Bianco,White,Pinot Bianco,$14.99,Cantina Terlano Pinot Bianco 2010 - Something Special From Alto Adige (http://www.reversewinesnob.com/2013/04/cantina-terlano-pinot-bianco.html),Highly Recommended,8,9,Other
2010 Corvidae Wine Company The Keeper Cabernet Franc,Red,Cabernet Franc,$15.99,The Keeper Cabernet Franc 2010 - A Contender (http://www.reversewinesnob.com/2014/01/the-keeper-cabernet-franc.html),Highly Recommended,8,9,Other
2010 Craggy Range Te Muna Road Vineyard Martinborough Sauvignon Blanc,White,Sauvignon Blanc,$15.99,Now This Is A Sauvignon Blanc! (http://www.reversewinesnob.com/2012/02/craggy-range-te-muna-road-sauvignon.html),Highly Recommended,8,9,Other
2010 Dr. Konstantin Frank Cabernet Franc,Red,Cabernet Franc,$15.99,Dr. Konstantin Frank Cabernet Franc 2010 - The Doctor Knows Best (http://www.reversewinesnob.com/2013/08/dr-konstantin-frank-cabernet-franc.html),Highly Recommended,8,9,Other
2010 Juris St Laurent Selection,Red,St Laurent,$15.99,Juris St. Laurent Selection 2010 - Awesome Austrians Wine #6 (http://www.reversewinesnob.com/2013/01/juris-st-laurent-selection-2010.html),Highly Recommended,8,9,Other
2010 Perticaia Montefalco Rosso,Red,Blend,$14.99,Montefalco Rosso - The Magic of Sagrantino (http://www.reversewinesnob.com/2014/01/montefalco-rosso-magic-of-sagrantino.html),Highly Recommended,8,9,Other
2010 Zonte's Footstep Avalon Tree Cabernet Sauvignon,Red,Cabernet Sauvignon,$14.99,"Rich, Fruity and Fantastic (http://www.reversewinesnob.com/2012/02/zontes-footstep-avalon-tree-cabernet.html)",Highly Recommended,8,9,Other
2010 Zonte's Footstep Scarlet Ladybird Rosé,Rosé,Cabernet Sauvignon,$14.99,Bloody Good Drink! (http://www.reversewinesnob.com/2011/09/2010-zontes-footstep-scarlet-ladybird.html),Highly Recommended,8,9,Other
2011 Avignonesi Rosso di Montepulciano,Red,Sangiovese,$14.99,Meet The Montepulciano Brothers - Rosso di Montepulciano and Vino Nobile di Montepulciano (http://www.reversewinesnob.com/2014/07/the-montepulciano-brothers.html),Highly Recommended,8,9,Other
2011 Bianchi Paso Robles Heritage Selection Zinfandel,Red,Zinfandel,$15.99,Bianchi Zinfandel 2011 - Be Enlightened By The Zin From The Zen Ranch (http://www.reversewinesnob.com/2014/12/bianchi-heritage-selection-zinfandel.html),Highly Recommended,8,9,Other
2011 Bodega Norton Malbec Reserva,Red,Malbec,$15.99,Bodega Norton Malbec Reserva 2011 - Let it Breathe (http://www.reversewinesnob.com/2014/04/bodega-norton-malbec-reserva.html),Highly Recommended,8,9,Costco
2011 Bodegas Caro Amancaya Gran Reserva,Red,Blend,$15.99,Bodegas Caro Amancaya Gran Reserva 2011 - Ripe And Ready (http://www.reversewinesnob.com/2014/06/bodegas-caro-amancaya-gran-reserva.html),Highly Recommended,8,9,Other
2011 Bonny Doon Vineyard Central Coast Albarino,White,Albarino,$15.99,"Bonny Doon Vineyard Central Coast Albarino 2011 - Silky, Salty and Seductive (http://www.reversewinesnob.com/2012/07/bonny-doon-vineyard-central-coast-albarino.html)",Highly Recommended,8,9,Other
2011 Cinque Insieme Grenache,Red,Grenache,$14.99,Cinque Insieme Grenache 2011 - Fantastically Tasty (http://www.reversewinesnob.com/2014/05/cinque-insieme-grenache.html),Highly Recommended,8,9,Other
2011 Kaiken Ultra Malbec,Red,Malbec,$15.99,Kaiken Ultra Malbec 2011 - Powerfully Good And Ultra Fun To Drink (http://www.reversewinesnob.com/2014/02/kaiken-ultra-malbec.html),Highly Recommended,8,9,Other
2011 Zuccardi Q Tempranillo,Red,Tempranillo,$15.99,Zuccardi Q Tempranillo 2011 - An Eye Opener (http://www.reversewinesnob.com/2014/10/zuccardi-q-tempranillo.html),Highly Recommended,8,9,Other
2012 Chateau Ste. Michelle & Dr. Loosen Eroica Riesling,White,Riesling,$14.99,Eroica Riesling 2012 - Eureka! (http://www.reversewinesnob.com/2014/05/eroica-riesling.html),Highly Recommended,8,9,Costco
"2012 Jarvis Tomei Family Coloma ""Meatgrinder"" Syrah",Red,Syrah,$15.99,Coloma Meatgrinder Syrah 2012 - A Dandy From El Dorado (http://www.reversewinesnob.com/2014/07/coloma-meatgrinder-syrah.html),Highly Recommended,8,9,Club W
2012 Renato Ratti Barbera d'Alba,Red,Barbera,$15.99,Renato Ratti Barbera d'Alba and d'Asti 2012 - Your Marching Orders? Drink These Wines! (http://www.reversewinesnob.com/2014/10/renato-ratti-barbera-dalba-and-dasti.html),Highly Recommended,8,9,Other
2012 Renato Ratti Barbera d'Asti,Red,Barbera,$14.99,Renato Ratti Barbera d'Alba and d'Asti 2012 - Your Marching Orders? Drink These Wines! (http://www.reversewinesnob.com/2014/10/renato-ratti-barbera-dalba-and-dasti.html),Highly Recommended,8,9,Other
2012 Sorelle Winery Bella e Rosa,Rosé,Blend,$15.99,Sorelle Winery Bella e Rosa 2012 - More Than Your Typical Rose (http://www.reversewinesnob.com/2013/06/sorelle-winery-bella-e-rosa-2012.html),Highly Recommended,8,9,Other
Domaines Schlumberger Les Princes Abbes Pinot Gris 2009,White,Pinot Gris,$14.99,Pinot Gris From Alsace - Pinot Grigio That Tastes Good (http://www.reversewinesnob.com/2013/04/pinot-gris-from-alsace-pinot-grigio.html),Highly Recommended,8,9,Other
Fonseca Bin No. 27 Porto,Port,Blend,$14.99,Fonseca Bin 27 Porto Artist Series - The Best Value In Port? (http://www.reversewinesnob.com/2013/11/fonseca-bin-27-porto-artist-series.html),Highly Recommended,8,9,Costco
2008 Concannon Vineyard Conservancy Petite Sirah,Red,Petite Sirah,$9.99,My Favorite Petite Sirah (http://goo.gl/FFFPW),Recommended Buy,8,8,Other
2008 Jacob's Creek Reserve Barossa Shiraz,Red,Shiraz,$9.99,An Aussie Through and Through (http://www.reversewinesnob.com/2012/03/jacobs-creek-reserve-shiraz-2008-aussie.html),Highly Recommended,8,8,Other
2008 Leone de Castris Maiana Rosso Salice Salentino,Red,Negroamaro,$8.99,Leone de Castris Maiana Rosso Salice Salentino 2008 - A True Taste of Italy For Under 10 Bucks (http://www.reversewinesnob.com/2013/01/leone-de-castris-maiana-rosso-salice-salentino.html),Highly Recommended,8,8,Other
2008 Mission Saint Vincent Reserve Bordeaux Rouge,Red,Blend,$9.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Highly Recommended,8,8,Other
2008 Shannon Ridge Ranch Collection Lake County Wrangler Red,Red,Blend,$9.99,"Shannon Ridge Lake County Wrangler Red 2008 - Six Grapes, One Beautiful Blend (http://www.reversewinesnob.com/2012/08/shannon-ridge-lake-county-wrangler-red.html)",Highly Recommended,8,8,Other
2009 Alente Red Trincadeira Aragonez Vinho Tinto,Red,Blend,$8.99,Alente Red Trincadeira Aragonez 2009 - Everyday (http://www.reversewinesnob.com/2012/11/alente-red-trincadeira-aragonez-2009-everyday.html),Highly Recommended,8,8,Other
2009 Banfi Centine Rosso Toscana,Red,Blend,$8.99,A Fantastic Fruit and Floral Fusion (http://www.reversewinesnob.com/2012/01/banfi-centine-rosso-toscana-2009.html),Highly Recommended,8,8,Trader Joe's
2009 blue fin Vinho Verde,White,Vinho Verde,$10.99,Instant Refreshment (http://www.reversewinesnob.com/2011/09/2009-blue-fin-vinho-verde-instant.html),Highly Recommended,8,8,Other
2009 Brooks Amycas,White,Blend,$9.99,Brooks Amycas 2009 - Chips and Guac Anyone? (http://www.reversewinesnob.com/2012/06/brooks-amycas-2009-chips-and-guac.html),Highly Recommended,8,8,Other
2009 Cameron Hughes Lot 241,Red,Blend,$9.99,A Lot To Love (http://goo.gl/hEBAe),Highly Recommended,8,8,Costco
2009 Cavit Alta Luna Phases,Red,Blend,$8.99,Cavit Alta Luna Phases Red 2009 - Over The Moon (http://www.reversewinesnob.com/2014/05/cavit-alta-luna-phases.html),Highly Recommended,8,8,Other
2009 Concannon Conservancy Livermore Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$8.99,Concannon Completes The Trifecta (http://www.reversewinesnob.com/2012/02/concannon-conservancy-cabernet.html),Highly Recommended,8,8,Other
2009 Concannon Conservancy Petite Sirah,Red,Petite Sirah,$9.99,Concannon Conservancy Petite Sirah 2009 - Still One Of My Favorites (http://www.reversewinesnob.com/2013/12/concannon-conservancy-petite-sirah.html),Highly Recommended,8,8,Other
2009 d'Arenberg The Stump Jump Red,Red,Blend,$9.99,Smooth With A Sharp Edge (http://www.reversewinesnob.com/2011/08/2009-darenberg-stump-jump-red-smooth-on.html),Recommended Buy,8,8,Other
2009 Dows Vale do Bomfim Douro Red,Red,Blend,$9.99,Dows Vale do Bomfim Douro Red 2009 - A Whole Lot of Wine for 10 Dollars (http://www.reversewinesnob.com/2013/04/dows-vale-do-bomfim-douro-red-wine.html),Highly Recommended,8,8,Other
2009 Elios Mediterranean Red,Red,Blend,$9.99,"Fragrant, Flavorful and Flexible (http://www.reversewinesnob.com/2012/03/elios-mediterranean-red-2009-fragrant.html)",Highly Recommended,8,8,Other
2009 Famiglia Meschini Premium Malbec Syrah,Red,Blend,$9.99,Silky Smooth With a Nice Kick (http://www.reversewinesnob.com/2011/11/famiglia-meschini-premium-malbec-syrah.html),Highly Recommended,8,8,Other
