Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store
2007 Domaine Skouras Grande Cuvee Nemea,Red,Agiorgitiko,$22.99,Domaine Skouras Grande Cuvee Nemea 2007 - Who Knew? (http://www.reversewinesnob.com/2012/08/domaine-skouras-grande-cuvee-nemea-2007.html),Saturday Splurge,,,Other
2007 Giordano Barolo,Red,Nebbiolo,$38.99,Giordano Wines - Italian Favorites On A Budget (http://www.reversewinesnob.com/2013/06/giordano-wines-italian-favorites-on-budget.html),Saturday Splurge,,,Other
2007 Grande Reserve Naoussa Boutari,Red,Xinomavro,$20.99,Grande Reserve Naoussa Boutari 2007 - A Dignified and Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/08/grande-reserve-naoussa-boutari-2007.html),Saturday Splurge,,,Other
2007 La Mozza Aragone Maremma Toscana,Red,Blend,$27.99,La Mozza Aragone Maremma Toscana 2007 - Deeply Smooth and Deliciozo! (http://www.reversewinesnob.com/2012/09/la-mozza-aragone-maremma-toscana-2007.html),Saturday Splurge,,,Other
2007 Pocas Reserva Red Douro,Red,Blend,$24.99,Pocas Reserva Red Douro 2007 - An Elegant and Enjoyable Saturday Splurge (http://www.reversewinesnob.com/2012/07/pocas-reserva-red-douro-2007-elegant.html),Saturday Splurge,,,Other
2007 Santa Rita Triple C,Red,Blend,$32.99,Santa Rita Triple C 2007 - A Home Run (http://www.reversewinesnob.com/2012/12/santa-rita-triple-c-2007-home-run.html),Saturday Splurge,,,Other
2007 Toscano Vineyards Artigiani Brunello di Montalcino,Red,Sangiovese,$49.99,Toscano Vineyards Artigiani Brunello di Montalcino 2007 - A Seriously Good Splurge (http://www.reversewinesnob.com/2013/04/toscano-vineyards-artigiani-brunello-di-montalcino.html),Saturday Splurge,,,Other
2008 Andrew Murray Vineyards Espérance,Red,Blend,$22.99,http://www.reversewinesnob.com/2012/01/andrew-murray-vineyards-esperance-2008.html,Saturday Splurge,,,Other
2008 Arrowhead Spring Vineyards Meritage Reserve,Red,Meritage,$24.99,Arrowhead Spring Vineyards Meritage Reserve 2008 - A blackberry patch in a bottle. (http://www.reversewinesnob.com/2013/05/arrowhead-spring-vineyards-meritage-reserve.html),Saturday Splurge,,,Other
2008 Bodega Matarromera Crianza,Red,Tempranillo,$23.99,Bodega Matarromera Crianza 2008 - A Big Wine From The Place That Does It Best (http://www.reversewinesnob.com/2013/06/bodega-matarromera-crianza-2008.html),Saturday Splurge,,,Other
2008 Bonny Doon Vineyard Alamo Creek Syrah,Red,Syrah,$35.00,Bonny Doon Vineyard Alamo Creek Syrah 2008 - One Savory Syrah (http://www.reversewinesnob.com/2012/10/bonny-doon-vineyard-alamo-creek-syrah.html),Saturday Splurge,,,Other
2008 Bonny Doon Vineyard Le Cigare Volant Reserve,Red,Blend,$65.00,Bonny Doon Vineyard Le Cigare Volant Reserve 2008 - Guaranteed To Make Someone's Christmas Merry (http://www.reversewinesnob.com/2012/12/bonny-doon-vineyard-le-cigare-volant-reserve.html),Saturday Splurge,,,Other
2008 Château de Cosse Sauternes,Dessert,Semillon,$22.99,Noble Rot? I Like It A Lot! (Saturday Splurge) (http://www.reversewinesnob.com/2012/04/chateau-de-cosse-sauternes-2009-noble.html),Saturday Splurge,,,Other
2008 Chateau Ste Michelle Artist Series Meritage,Red,Meritage,$34.99,Chateau Ste Michelle Artist Series Meritage 2008 - Make Mine A Meritage Wine 9 (http://www.reversewinesnob.com/2013/04/chateau-ste-michelle-artist-series-meritage.html),Saturday Splurge,,,Other
2008 Col d'Orcia Brunello di Montalcino,Red,Sangiovese,$36.99,Col d'Orcia Brunello di Montalcino 2008 - The Start Of Something Special (http://www.reversewinesnob.com/2014/03/col-dorcia-brunello-di-montalcino.html),Saturday Splurge,,,Other
2008 Donnafugata Chiaranda Contessa Entellina Bianco,White,Blend,$34.99,Donnafugata Chiaranda 2008 - Harmonious (http://www.reversewinesnob.com/2013/04/donnafugata-chiaranda-harmonious.html),Saturday Splurge,,,Other
2008 Donnafugata Tancredi Sicilia Rosso,Red,Blend,$26.99,Donnafugata Tancredi Sicilia Rosso 2008 - A Real Sweet Tart (http://www.reversewinesnob.com/2012/10/donnafugata-tancredi-sicilia-rosso-2008.html),Saturday Splurge,,,Other
2008 Dry Creek Vineyard The Mariner Meritage,Red,Meritage,$33.99,Dry Creek Vineyard The Mariner Meritage 2008 - Make Mine A Meritage Wine #6 (http://www.reversewinesnob.com/2013/03/dry-creek-vineyard-mariner-meritage.html),Saturday Splurge,,,Other
2008 Feudi San Gregorio Taurasi,Red,Aglianico,$29.99,Feudi San Gregorio Taurasi 2008 - Angling For Aglianico (http://www.reversewinesnob.com/2014/04/feudi-san-gregorio-taurasi.html),Saturday Splurge,,,Other
2008 Longoria Santa Ynez Valley Clover Creek Tempranillo,Red,Tempranillo,$36.00,http://www.reversewinesnob.com/2012/02/longoria-tempranillo-clover-creek.html,Saturday Splurge,,,Other
2008 Mira Winery Napa Valley Cabernet Sauvignon ,Red,Cabernet Sauvignon,$48.00,Mira Winery Napa Valley Cabernet Sauvignon 2008 - Give Them What They Want (http://www.reversewinesnob.com/2012/11/mira-winery-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other
2008 Oenogenesis Oenosophist Red,Red,Blend,$36.99,Oenogenesis Oenosophist Red 2008 - Oh Yes! (http://www.reversewinesnob.com/2013/01/oenogenesis-oenosophist-red-2008-oh-yes.html),Saturday Splurge,,,Other
2008 Stella Monsi Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$39.99,Stella Monsi Napa Cabernet Sauvignon 2008 - A Classic Napa Valley Cab From A Very Modern Business Model (http://www.reversewinesnob.com/2014/04/stella-monsi-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other
2008 Terranoble CA1 Andes Carménère,Red,Carmenere,$23.99,http://www.reversewinesnob.com/2012/03/terranoble-ca1-andes-carmenere-2008-ca1.html,Saturday Splurge,,,Other
2008 William Hill Estate Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$21.99,"Berries, Brown Sugar and Caramel (Saturday Splurge) (http://www.reversewinesnob.com/2012/04/william-hill-estate-napa-valley.html)",Saturday Splurge,,,Other
2009 Andrew Murray Vineyards Terra Bella Grenache,Red,Grenache,$30.00,A Sold Out Saturday Splurge (http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella.html),Saturday Splurge,,,Other
2009 Andrew Murray Vineyards Terra Bella Syrah,Red,Syrah,$30.99,Andrew Murray Vineyards Terra Bella Syrah 2009 - An Exquisite Saturday Splurge (http://www.reversewinesnob.com/2012/05/andrew-murray-vineyards-terra-bella_12.html),Saturday Splurge,,,Other
2009 Artesa Artisan Series Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$45.99,Artesa Artisan Series Napa Valley Cabernet Sauvignon 2009 - Rich And Mighty (http://www.reversewinesnob.com/2014/03/artesa-artisan-series-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other
2009 Artesa Estate Reserve Carneros Napa Valley Pinot Noir,Red,Pinot Noir,$34.99,Artesa Estate Reserve Carneros Napa Valley Pinot Noir 2009 - I Dare You Not To Like It! (http://www.reversewinesnob.com/2013/01/artesa-estate-reserve-carneros-napa-valley-pinot-noir.html),Saturday Splurge,,,Other
 2009 Bastianich Vespa Bianco,White,Blend,$29.99,Bastianich Vespa Bianco 2009 - Equal Parts Savory And Sweet (http://www.reversewinesnob.com/2012/11/bastianich-vespa-bianco-2009.html),Saturday Splurge,,,Other
2009 Bellingham The Bernard Series Small Barrel SMV,Red,Blend,$27.99,http://www.reversewinesnob.com/2012/02/bellingham-bernard-series-small-barrel.html,Saturday Splurge,,,Other
2009 Brooks Ara Riesling,White,Riesling,$23.99,Brooks Ara Riesling 2009 - A Harmonious and Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/05/brooks-ara-riesling-2009-harmonious-and.html),Saturday Splurge,,,Other
2009 Castellare di Castellina Il Poggiale Chianti Classico Riserva,Red,Sangiovese,$29.99,Castellare Il Poggiale Chianti Classico Riserva 2009 - Crazy Good Chianti (http://www.reversewinesnob.com/2013/05/castellare-il-poggiale-chianti-classico-riserva.html),Saturday Splurge,,,Other
2009 Castello Banfi Belnero,Red,Sangiovese,$20.99,Castello Banfi Belnero 2009 - Costco Week Wine #6 (http://www.reversewinesnob.com/2013/02/castello-banfi-belnero-2009-costco-week.html),Saturday Splurge,,,Costco
2009 Castel Sallegg Lagrein Riserva,Red,Lagrein,$26.99,Castel Sallegg Lagrein Riserva 2009 - Wines From Alto Adige Wine #7 (http://www.reversewinesnob.com/2012/09/castel-sallegg-lagrein-riserva-2009.html),Saturday Splurge,,,Other
2009 Churchill's Estates Touriga Nacional,Red,Touriga Nacional,$23.99,Churchill's Estates Touriga Nacional 2009 - Wonderfully Rich and Tasty (http://www.reversewinesnob.com/2014/01/churchills-estates-touriga-nacional.html),Saturday Splurge,,,Other
2009 Cono Sur 20 Barrels Pinot Noir,Red,Pinot Noir,$21.99,Cono Sur 20 Barrels Pinot Noir 2009 - A Special Treat From Chile (http://www.reversewinesnob.com/2012/10/cono-sur-20-barrels-pinot-noir-2009.html),Saturday Splurge,,,Other
2009 C.V.N.E. Cune Reserva,Red,Tempranillo,$20.00,C.V.N.E. Cune Reserva 2009 - Splurge Away! (http://www.reversewinesnob.com/2014/12/cvne-cune-reserva.html),Saturday Splurge,,,Other
2009 Fable Lion's Whisker Red Blend,Red,Blend,$23.99,Fable Lion's Whisker Red Blend 2009 - The Moral of The Story? This Is Good Wine! (http://www.reversewinesnob.com/2013/02/fable-lions-whisker-red-blend-2009.html),Saturday Splurge,,,Other
2009 Franciscan Estate Magnificat Napa Valley Meritage,Red,Meritage,$29.99,Franciscan Estate Magnificat Napa Valley Meritage 2009 - Make Mine A Meritage Wine 11 (http://www.reversewinesnob.com/2013/05/franciscan-estate-magnificat-napa-valley-meritage.html),Saturday Splurge,,,Other
2009 Koyle Royale Carmenere,Red,Carmenere,$25.99,Koyle Royale Carmenere 2009 - Fit For A King (http://www.reversewinesnob.com/2012/11/koyle-royale-carmenere-2009-fit-for-king.html),Saturday Splurge,,,Other
 2009 Laurel Glen Counterpoint Sonoma Mountain Cabernet Sauvignon,Red,Cabernet Sauvignon,$24.99,Laurel Glen Counterpoint Sonoma Mountain Cabernet Sauvignon 2009 - Point Taken (http://www.reversewinesnob.com/2014/02/laurel-glen-counterpoint-sonoma-mountain-cabernet-sauvignon.html),Saturday Splurge,,,Other
2009 Luce Della Vite Lucente ,Red,Blend,$21.99,http://www.reversewinesnob.com/2012/03/luce-della-vite-lucente-2009-silky.html,Saturday Splurge,,,Other
2009 MacMurray Ranch Santa Lucia Highlands Pinot Noir,Red,Pinot Noir,$24.99,http://www.reversewinesnob.com/2012/02/macmurray-ranch-pinot-noir-santa-lucia.html,Saturday Splurge,,,Costco
2009 Manincor Lagrein Rubatsch,Red,Lagrein,$24.99,"Manincor Lagrein Rubatsch 2009 - Lovely Lagrein, Wines From Alto Adige Wine #2 (http://www.reversewinesnob.com/2012/07/manincor-lagrein-rubatsch-2009-lovely.html)",Saturday Splurge,,,Other
2009 Masi Agricola Costasera Amarone Della Valpolicella Classico,Red,Amarone,$39.99,"Masi Costasera Amarone Della Valpolicella Classico 2009 - A Smooth, Savory and Sophisticated Saturday Splurge (http://www.reversewinesnob.com/2013/12/masi-costasera-amarone-della-valpolicella.html)",Saturday Splurge,,,Other
2009 Mira Winery Hyde Vineyard Syrah ,Red,Syrah,$48.00,Mira Winery Hyde Vineyard Syrah 2009 - Seriously Good Syrah (http://www.reversewinesnob.com/2013/03/mira-winery-hyde-vineyard-syrah.html),Saturday Splurge,,,Other
2009 Monte De Oro Cuvée De Oro Red Wine,Red,Blend,$22.00,Weekend Wine Getaway in Temecula Featuring Monte De Oro Winery (http://www.reversewinesnob.com/2013/04/weekend-wine-getaway-monte-de-oro-temecula.html),Saturday Splurge,,,Other
2009 Northstar Winery Columbia Valley Merlot,Red,Merlot,$29.99,Northstar Winery Columbia Valley Merlot 2009 - A Merlot for Cabernet Lovers (http://www.reversewinesnob.com/2014/04/northstar-winery-columbia-valley-merlot.html),Saturday Splurge,,,Other
2009 Petrolo Torrione,Red,Sangiovese,$24.99,Petrolo Torrione 2009 - Worth The Splurge (http://www.reversewinesnob.com/2014/06/petrolo-torrione.html),Saturday Splurge,,,Other
2009 Quinta Do Vallado Touriga Nacional,Red,Touriga Nacional,$41.99,Quinta Do Vallado Touriga Nacional 2009 - A Rare Treat (http://www.reversewinesnob.com/2013/08/quinta-do-vallado-touriga-nacional.html),Saturday Splurge,,,Other
2009 Ravenswood Single Vineyard Teldeschi Zinfandel,Red,Zinfandel,$24.99,Ravenswood Single Vineyard Teldeschi Zinfandel 2009 - Zintastic! (http://www.reversewinesnob.com/2014/03/ravenswood-single-vineyard-teldeschi-zinfandel.html),Saturday Splurge,,,Other
2009 Wine Guerrilla Forchini Vineyards Old Vine Zinfandel Russian River Valley,Red,Zinfandel,$30.00,http://www.reversewinesnob.com/2012/01/wine-guerrilla-forchini-vineyards-old.html,Saturday Splurge,,,Other
2009 Wine Guerrilla Harris-Kratka Vineyard Zinfandel,Red,Zinfandel,$26.99,http://www.reversewinesnob.com/2012/02/wine-guerrilla-harris-kratka-vineyard.html,Saturday Splurge,,,Other
2010 Andrew Murray Vineyards Watch Hill Syrah,Red,Syrah,$22.99,Andrew Murray Vineyards Watch Hill Syrah 2010 - A Truly Worthy Wine For A Saturday Splurge (http://www.reversewinesnob.com/2012/04/andrew-murray-vineyard-watch-hill-syrah.html),Saturday Splurge,,,Other
2010 Charming Gruner Veltliner Reserve by Laurenz V.,White,Gruner Veltliner,$23.99,Laurenz V. Charming Gruner Veltliner 2010 - Awesome Austrians Wine #4 (http://www.reversewinesnob.com/2012/11/laurenz-v-charming-gruner-veltliner.html),Saturday Splurge,,,Other
2010 Echelon Collection Series Russian River Valley Pinot Noir,Red,Pinot Noir,$24.99,A Flavorful And Spicy Saturday Splurge (http://www.reversewinesnob.com/2012/03/echelon-collection-russian-river-valley.html),Saturday Splurge,,,Other
2010 Eurynome Red,Red,Blend,$26.99,Chatzivariti Eurynome Red and White Wines - Loaded With Nostalgic Flavors (http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html),Saturday Splurge,,,Other
2010 Fox Run Vineyards Meritage,Red,Meritage,$39.99,Fox Run Vineyards Meritage 2010 - Make Mine A Meritage Wine #4 (http://www.reversewinesnob.com/2013/03/fox-run-vineyards-meritage.html),Saturday Splurge,,,Other
2010 Goldwater Wairau Valley Marlborough Pinot Noir,Red,Pinot Noir,$22.99,Goldwater Wairau Valley Marlborough Pinot Noir 2010 - Pinot Noir Perfection (http://www.reversewinesnob.com/2012/09/goldwater-wairau-valley-marlborough-pinot-noir.html),Saturday Splurge,,,Other
2010 Gracianna Zinfandel Russian River Valley Bacigalupi Vineyard,Red,Zinfandel,$42.00,Gracianna Russian River Valley Zinfandel Bacigalupi Vineyard 2010 - C'mon 'N Ride It (http://www.reversewinesnob.com/2012/09/gracianna-zinfandel-russian-river-valley.html),Saturday Splurge,,,Other
2010 Hahn Estates Santa Lucia Highlands Pinot Noir,Red,Pinot Noir,$21.99,"Hahn Estates Santa Lucia Highlands Pinot Noir 2010 - Silky, Spicy, Smoky and Delicious (http://www.reversewinesnob.com/2012/12/hahn-estates-santa-lucia-highlands-pinot-noir.html)",Saturday Splurge,,,Other
2010 JCB No. 7 Pinot Noir,Red,Pinot Noir,$33.99,JCB No. 7 Pinot Noir 2010 - Your Lucky Number (http://www.reversewinesnob.com/2014/06/jcb-no-7-pinot-noir.html),Saturday Splurge,,,Other
2010 Juris Pinot Noir Selection,Red,Pinot Noir,$20.00,Juris Pinot Noir Selection 2010 - Awesome Austrians Wine #7 (http://www.reversewinesnob.com/2013/03/juris-pinot-noir-selection-2010-awesome-austrians.html),Saturday Splurge,,,Other
 2010 Mount Veeder Winery Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$19.99,Mount Veeder Winery Napa Valley Cabernet Sauvignon 2010 - Better Buy Two (http://www.reversewinesnob.com/2013/08/mount-veeder-winery-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other
2010 Perez Cruz Limited Edition Cot,Red,Malbec,$21.99,"Perez Cruz Limited Edition Cot 2010 - Malbec, It's Not Just From Argentina (And France) Anymore (http://www.reversewinesnob.com/2012/06/perez-cruz-limited-edition-cot-2010.html)",Saturday Splurge,,,Other
2010 Ponzi Vineyards Willamette Valley Pinot Noir,Red,Pinot Noir,$23.99,Ponzi Vineyards Willamette Valley Pinot Noir 2010 - On The Up And Up (http://www.reversewinesnob.com/2014/01/ponzi-vineyards-willamette-valley-pinot-noir.html),Saturday Splurge,,,Other
2010 Robert Mondavi Winery Oakville District Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$34.99,Robert Mondavi Oakville Napa Valley Cabernet Sauvignon 2010 - The Cream of the Crop (http://www.reversewinesnob.com/2013/11/robert-mondavi-oakville-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other
2010 Rotie Cellars Northern Blend,Red,Blend,$34.99,Rotie Cellars Northern Blend 2010 - Dense and Delicious! (http://www.reversewinesnob.com/2013/02/rotie-cellars-northern-blend-2010.html),Saturday Splurge,,,Other
2010 Shatter Grenache,Red,Grenache,$23.99,Shatter Grenache 2010 - Audacious (http://www.reversewinesnob.com/2012/10/shatter-grenache-2010-audacious.html),Saturday Splurge,,,Other
2010 Tiefenbrunner Turmhof Lagrein,Red,Lagrein,$20.99,Tiefenbrunner Turmhof Lagrein 2010 - Wines From Alto Adige Wine #10 (http://www.reversewinesnob.com/2013/01/tiefenbrunner-turmhof-lagrein-2010.html),Saturday Splurge,,,Other
2010 Vinedos Aurora Petite Sirah,Red,Petite Sirah,$20.99,Vinedos Aurora Petite Sirah 2010 - Bursting With Flavor (http://www.reversewinesnob.com/2014/03/vinedos-aurora-petite-sirah.html),Saturday Splurge,,,Other
2010 Vinum Cellars The Scrapper Cabernet Franc,Red,Cabernet Franc,$24.99,Vinum Cellars The Scrapper Cabernet Franc 2010 - An Under-Appreciated Heavyweight (http://www.reversewinesnob.com/2013/12/vinum-cellars-scrapper-cabernet-franc.html),Saturday Splurge,,,Other
2010 Yarden HeightsWine Gewurztraminer Ice Wine,Dessert,Gewurztraminer,$22.99,Yarden HeightsWine Gewurztraminer Ice Wine 2010 - Dessert In A Bottle (http://www.reversewinesnob.com/2012/12/golan-heights-winery-yarden-heightswine-gewurztraminer-ice-wine.html),Saturday Splurge,,,Other
2011 Avignonesi Vino Nobile di Montepulciano,Red,Sangiovese,$22.99,Meet The Montepulciano Brothers - Rosso di Montepulciano and Vino Nobile di Montepulciano (http://www.reversewinesnob.com/2014/07/the-montepulciano-brothers.html),Saturday Splurge,,,Other
2011 Casa Silva Cool Coast Sauvignon Blanc,White,Sauvignon Blanc,$21.99,Tour of Chile Part 2 (Coastal Whites) Saturday Splurge (http://www.reversewinesnob.com/2012/04/casa-silva-cool-coast-sauvignon-blanc.html),Saturday Splurge,,,Other
2011 Donnafugata Ben Ryé,White,Muscat,$31.99,Donnafugata Ben Ryé 2011 - Zibibbo I Think I Love You (http://www.reversewinesnob.com/2014/03/donnafugata-ben-rye.html),Saturday Splurge,,,Other
2011 Eurynome White,White,Roditis,$19.99,Chatzivariti Eurynome Red and White Wines - Loaded With Nostalgic Flavors (http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html),Saturday Splurge,,,Other
2011 Fields Family Wines Estate Syrah,Red,Syrah,$21.99,Fields Family Wines Estate Syrah 2011 - Spoicy! (http://www.reversewinesnob.com/2014/02/fields-family-wines-estate-syrah.html),Saturday Splurge,,,Other
2011 Gary Farrell Russian River Selection Pinot Noir,Red,Pinot Noir,$31.99,Gary Farrell Russian River Selection Pinot Noir 2011 - Like Liquid Velvet (http://www.reversewinesnob.com/2014/05/gary-farrell-russian-river-selection-pinot-noir.html),Saturday Splurge,,,Other
2011 Marchesi de' Frescobaldi Nipozzano Vecchie Viti Chianti Rufina Riserva,Red,Chianti,$25.99,Nipozzano Vecchie Viti Chianti Rufina Riserva 2011 - Serendipitous Sangiovese (http://www.reversewinesnob.com/2014/12/nipozzano-vecchie-viti-chianti-rufina-riserva.html),Saturday Splurge,,,Other
2011 Martian Ranch Local Group Grenache Noir,Red,Grenache,$24.99,Fine Finds From the Plonk Wine Club (http://www.reversewinesnob.com/2014/05/fine-finds-from-plonk-wine-club.html),Saturday Splurge,,,Other
2011 Onesta Cinsault,Red,Cinsault,$28.99,Bechthold Vineyard Cinsault - Drink A Little Piece of History With These Four Wines (http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html),Saturday Splurge,,,Other
2011 Ridge Lytton Estate Petite Sirah,Red,Petite Sirah,$24.99,Ridge Lytton Estate Petite Sirah 2011 - A Sure Thing (http://www.reversewinesnob.com/2014/07/ridge-lytton-estate-petite-sirah.html),Saturday Splurge,,,Other
2011 Sorelle Winery Bellezza Fra Barbera,Red,Barbera,$22.99,Sorelle Winery Bellezza Fra Barbera 2011 - A Beauty Of A Barbera (http://www.reversewinesnob.com/2013/07/sorelle-winery-bellezza-fra-barbera.html),Saturday Splurge,,,Other
2011 Tin Barn Vineyards Joon Rosé of Syrah,Rosé,Syrah,$21.99,Tin Barn Vineyards Joon Rosé of Syrah 2011 - Summer In A Bottle (http://www.reversewinesnob.com/2013/01/tin-barn-vineyards-joon-rose-of-syrah.html),Saturday Splurge,,,Other
2012 Ace to Five Napa Valley Red Blend,Red,Blend,$24.99,Ace to Five Napa Valley Red Blend 2012 - All In! (http://www.reversewinesnob.com/2014/06/ace-to-five-napa-valley-red-blend.html),Saturday Splurge,,,Other
